Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,Train Time (s),Threshold
LSTM,0.9995502194928875,0.992111813134214,0.9992672014810243,0.9956766519993082,0.9999267011532447,0.9994496374115273,11587.831791877747,0.97
