epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
32,0.9958547353744507,0.9996300935745239,0.0002500000118743628,0.04267970472574234,0.927562952041626,0.9979581832885742,0.9982996582984924,0.999931275844574,0.03714429959654808,0.9682776927947998,0.9999546408653259
33,0.99610835313797,0.9996494054794312,0.0002500000118743628,0.04231959208846092,0.9318001866340637,0.9979581832885742,0.9982196688652039,0.9999315142631531,0.03757034242153168,0.9668333530426025,0.9999546408653259
34,0.9957813024520874,0.9996635913848877,0.0002500000118743628,0.04235025495290756,0.9262920022010803,0.998022198677063,0.9956632852554321,0.9998511075973511,0.04496130719780922,0.9228256940841675,0.9999546408653259
35,0.9961971640586853,0.9996376037597656,0.0002500000118743628,0.04211657866835594,0.9332544803619385,0.9980062246322632,0.9975541234016418,0.9999163746833801,0.03904959186911583,0.9549767971038818,0.9999546408653259
36,0.9961847066879272,0.999653160572052,0.0002500000118743628,0.041903018951416016,0.933051347732544,0.9979981780052185,0.99489426612854,0.9998160600662231,0.0459725446999073,0.9103602170944214,0.9999546408653259
37,0.9963303804397583,0.9996412396430969,0.0002500000118743628,0.04190203920006752,0.9354899525642395,0.998022198677063,0.9961947798728943,0.9998934864997864,0.04278755187988281,0.9316423535346985,0.9999546408653259
38,0.9963374137878418,0.9996564388275146,0.0002500000118743628,0.04167316481471062,0.9356812238693237,0.997934103012085,0.997744619846344,0.9999040961265564,0.03878914564847946,0.958340585231781,0.9999546408653259
39,0.9970728158950806,0.9997231364250183,0.0001250000059371814,0.040003225207328796,0.9477519989013672,0.9985747337341309,0.9982267618179321,0.999944806098938,0.03687061369419098,0.9669606685638428,0.9999546408653259
40,0.9973529577255249,0.9997497797012329,0.0001250000059371814,0.03925653174519539,0.952625036239624,0.9985907077789307,0.9977940320968628,0.9999293088912964,0.0384192131459713,0.9592165350914001,0.9999546408653259
41,0.9972953200340271,0.999743640422821,0.0001250000059371814,0.03936852887272835,0.9515732526779175,0.9986387491226196,0.998772382736206,0.9999051094055176,0.03559449315071106,0.9769049882888794,0.9999546408653259
42,0.9974094033241272,0.9997294545173645,0.0001250000059371814,0.03920218348503113,0.9536018371582031,0.9986067414283752,0.9985254406929016,0.9999422430992126,0.036284830421209335,0.9723790884017944,0.9999546408653259
43,0.9976476430892944,0.9997648596763611,0.0001250000059371814,0.038584038615226746,0.9576720595359802,0.998758852481842,0.9967262744903564,0.9998985528945923,0.0412476621568203,0.9406291246414185,0.9999546408653259
44,0.9975729584693909,0.9997723698616028,0.0001250000059371814,0.03873126208782196,0.9563294053077698,0.9987828731536865,0.998069167137146,0.9999139308929443,0.03761660307645798,0.9641263484954834,0.9999546408653259
45,0.9975364208221436,0.999763011932373,0.0001250000059371814,0.03871966153383255,0.9557474851608276,0.9987108111381531,0.9965451955795288,0.9998056888580322,0.0415777713060379,0.9375478625297546,0.9999546408653259
46,0.9975526332855225,0.9997632503509521,0.0001250000059371814,0.038746461272239685,0.956054151058197,0.9986867904663086,0.9971284866333008,0.9998813271522522,0.0403047539293766,0.9475449323654175,0.9999546408653259
47,0.9976916313171387,0.9997497200965881,0.0001250000059371814,0.03848183900117874,0.9583886861801147,0.9988309144973755,0.9985677599906921,0.9999406337738037,0.03622795268893242,0.9731519818305969,0.9999546408653259
48,0.9980352520942688,0.999788761138916,6.25000029685907e-05,0.03781959414482117,0.9643881320953369,0.9989830851554871,0.9985371828079224,0.9999341368675232,0.03631629794836044,0.9725936651229858,0.9999546408653259
49,0.9980838298797607,0.9997904896736145,6.25000029685907e-05,0.037602562457323074,0.9652683138847351,0.9989750981330872,0.998137354850769,0.9999361038208008,0.03760679066181183,0.9653511047363281,0.9999546408653259
50,0.9981324076652527,0.9998117089271545,6.25000029685907e-05,0.03737035021185875,0.966121256351471,0.9989991188049316,0.9985818862915039,0.9999415874481201,0.03604210913181305,0.97340989112854,0.9999546408653259
51,0.9981548190116882,0.9998053312301636,6.25000029685907e-05,0.03738364577293396,0.9664676189422607,0.9990631341934204,0.998786449432373,0.9999428391456604,0.035305771976709366,0.9771649241447449,0.9999546408653259
52,0.998211681842804,0.9998044967651367,6.25000029685907e-05,0.037319205701351166,0.9675813317298889,0.9989670515060425,0.9985653758049011,0.9999382495880127,0.03616182506084442,0.9731090068817139,0.9999546408653259
53,0.9982901215553284,0.9998006224632263,6.25000029685907e-05,0.03723131865262985,0.9689361453056335,0.9990391135215759,0.9988264441490173,0.9999436736106873,0.03540486469864845,0.9779019951820374,0.9999546408653259
54,0.9981946349143982,0.999803900718689,6.25000029685907e-05,0.03728509694337845,0.9673244953155518,0.9989110231399536,0.998374879360199,0.9999099969863892,0.03653416410088539,0.9696409702301025,0.9999546408653259
